x_value,total_1,total_2 
3938,3483906,1881625
3939,3489377,1883604
3940,3491939,1886532
3941,3491153,1885293
3942,3493551,1889187
3943,3491852,1887685
3944,3491054,1888997
3945,3494723,1884064
3946,3493043,1881076
3947,3498157,1878835
3948,3497583,1883069
3949,3498192,1885350
3950,3501651,1886360
3951,3508635,1887899
3952,3508244,1891372
3953,3507972,1891024
3954,3503873,1886430
3955,3502973,1882701
3956,3502326,1884593
3957,3500658,1880764
3958,3501686,1880997
3959,3502443,1883510
3960,3497950,1880528
3961,3499333,1879068
3962,3497916,1874937
3963,3495739,1871486
3964,3498224,1869760
3965,3497206,1870370
3966,3504491,1866773
3967,3509051,1871199
3968,3507307,1868031
3969,3512312,1866867
3970,3508687,1865523
3971,3505894,1867468
3972,3501329,1869187
3973,3502834,1870350
3974,3500938,1865706
3975,3500030,1869155
3976,3501703,1870267
3977,3503781,1871584
3978,3508450,1869495
3979,3510522,1872074
3980,3511639,1874456
3981,3512328,1873826
3982,3520210,1877785
3983,3515447,1876083
3984,3521687,1877620
3985,3516263,1873644
3986,3515375,1875875
3987,3518395,1881366
3988,3516618,1879186
3989,3523979,1875501
3990,3530577,1875269
3991,3530723,1875715
3992,3537716,1873686
3993,3538895,1870672
3994,3537691,1871119
3995,3539534,1876452
3996,3541014,1881572
3997,3546737,1886317
3998,3553502,1892231
3999,3557726,1896148
4000,3563054,1898999
4001,3564130,1901118
4002,3568872,1898376
4003,3563253,1895642
4004,3562542,1894032
4005,3559003,1897714
4006,3556628,1902245
4007,3553169,1904816
4008,3552559,1905651
4009,3548258,1909886
4010,3547976,1911544
4011,3543496,1915518
4012,3541283,1918116
4013,3547308,1918119
4014,3550426,1920973
4015,3556824,1926874
4016,3563594,1932373
4017,3559110,1931046
4018,3566346,1932800
4019,3566817,1937728
4020,3563756,1938967
4021,3566952,1935156
4022,3574849,1939888
4023,3573976,1944842
4024,3580470,1945365
4025,3585167,1949890
4026,3586755,1947175
4027,3589997,1944401
4028,3594696,1948851
4029,3589012,1944187
4030,3594726,1943031
4031,3596070,1940551
4032,3598047,1937394
4033,3596368,1935534
4034,3600616,1940817
4035,3600529,1938456
4036,3604364,1936031
4037,3602346,1932011
4038,3605171,1927892
4039,3612263,1930123
4040,3612362,1932348
4041,3609973,1931679
4042,3604243,1934870
4043,3606922,1931180
4044,3603812,1927010
4045,3604858,1925488
4046,3611174,1920941
4047,3607858,1923103
4048,3608556,1919394
4049,3603829,1920383
4050,3611345,1922807
4051,3610922,1920508
4052,3615488,1925492
4053,3622232,1929642
4054,3616621,1932419
4055,3615183,1931107
4056,3609297,1933248
4057,3617021,1935756
4058,3613112,1932843
4059,3609438,1935646
4060,3614397,1931715
4061,3621241,1928640
4062,3625551,1927518
4063,3632686,1932575
4064,3635538,1936659
4065,3638741,1932309
4066,3636567,1932446
4067,3639633,1934479
4068,3645222,1938850
4069,3652858,1940455
4070,3655750,1944066
4071,3650351,1941359
4072,3651066,1942632
4073,3646734,1944135
4074,3642927,1948807
4075,3638740,1947047
4076,3640278,1944263
4077,3643985,1946297
4078,3645463,1951134
4079,3647669,1951794
4080,3650484,1948431
4081,3653194,1944332
4082,3654731,1939536
4083,3662288,1937618
4084,3661690,1937457
4085,3664801,1936999
4086,3666324,1934572
4087,3663897,1933122
4088,3664283,1934870
4089,3670580,1935484
4090,3671399,1932663
4091,3675563,1929919
4092,3672178,1930504
4093,3679753,1927788
4094,3681869,1931581
4095,3684188,1936030
4096,3691358,1936911
4097,3687767,1939747
4098,3693893,1942237
4099,3697040,1942136
4100,3693794,1938396
4101,3698921,1940076
4102,3702715,1936656
4103,3707646,1940565
4104,3707691,1936420
4105,3708731,1932400
4106,3706626,1932522
4107,3702778,1934716
4108,3705473,1931795
4109,3711610,1935407
4110,3710013,1935453
4111,3717713,1932907
4112,3721203,1927939
4113,3726091,1933647
4114,3727413,1935885
4115,3726395,1933232
4116,3728020,1930066
4117,3731111,1928233
4118,3736036,1926074
4119,3731186,1929139
4120,3736366,1931533
4121,3743544,1932821
4122,3750926,1930541
4123,3751532,1936407
4124,3756577,1941459
4125,3754321,1945272
4126,3755042,1949348
4127,3754991,1949004
4128,3757326,1948009
4129,3756030,1951579
4130,3754368,1950878
4131,3751839,1953612
4132,3747589,1951549
4133,3755433,1949302
4134,3751763,1947845
4135,3754204,1948405
4136,3759189,1944560
4137,3759958,1949718
4138,3757996,1947019
4139,3757638,1942185
4140,3754788,1944554
4141,3757785,1942232
4142,3752639,1943268
4143,3748793,1939889
4144,3751287,1938128
4145,3750744,1940814
4146,3754958,1936062
4147,3761379,1939961
4148,3768200,1941004
4149,3766061,1940413
4150,3761984,1945663
4151,3758254,1945073
4152,3752517,1948559
4153,3750139,1949016
4154,3753100,1949590
4155,3752655,1945432
4156,3749546,1950778
4157,3751131,1952099
4158,3747233,1948609
4159,3748549,1952043
4160,3746625,1952063
4161,3745828,1952474
4162,3748739,1955973
4163,3747860,1959308
4164,3752852,1959449
4165,3750055,1958315
4166,3753124,1955934
4167,3747750,1951609
4168,3755643,1957516
4169,3755841,1958541
4170,3759123,1959490
4171,3756585,1963602
4172,3755548,1968346
4173,3754932,1966197
4174,3756742,1964631
4175,3763957,1964162
4176,3764387,1960883
4177,3763602,1960738
4178,3764931,1957830
4179,3763526,1956324
4180,3764029,1961432
4181,3764522,1956887
4182,3766759,1960562
4183,3771569,1962215
4184,3778195,1958464
4185,3775184,1959859
4186,3778901,1961960
4187,3774809,1967341
4188,3775571,1967494
4189,3773979,1969080
4190,3778616,1974074
4191,3783316,1971127
4192,3781486,1974741
4193,3782158,1974597
4194,3789268,1978966
4195,3789747,1984367
4196,3787714,1983066
4197,3784068,1983229
4198,3783781,1989155
4199,3780783,1985209
4200,3778144,1988620
4201,3784355,1990258
4202,3790477,1985886
4203,3791524,1983891
4204,3796797,1985288
4205,3793726,1989461
4206,3790777,1986199
4207,3786907,1991532
4208,3787123,1997444
4209,3789536,1998225
4210,3788768,2002793
4211,3785183,2000568
4212,3784847,1999377
4213,3780574,1996741
4214,3778717,1992973
4215,3784984,1998486
4216,3781256,1998793
4217,3776753,2002384
4218,3778285,2005113
4219,3780934,2001323
4220,3775218,1996538
4221,3777453,1992663
4222,3781726,1998480
4223,3782517,1996660
4224,3778217,1997473
4225,3775266,1992623
4226,3780772,1989030
4227,3780988,1992831
4228,3783296,1989599
4229,3782897,1988152
4230,3776976,1983646
4231,3771727,1989330
4232,3774826,1991800
4233,3776065,1993562
4234,3782329,1990021
4235,3788871,1990038
4236,3793883,1989389
4237,3794293,1990801
4238,3801381,1989490
4239,3802110,1992340
4240,3798772,1991030
4241,3792930,1990636
4242,3797875,1992792
4243,3798032,1992811
4244,3803749,1991704
4245,3806454,1992883
4246,3805055,1988793
4247,3804956,1985723
4248,3799389,1980871
4249,3806400,1977086
4250,3810536,1974360
4251,3807002,1973215
4252,3804742,1976533
4253,3801235,1980288
4254,3809018,1980902
4255,3807473,1979631
4256,3811382,1978250
4257,3812819,1983609
4258,3809127,1986493
4259,3807920,1988265
4260,3802695,1984895
4261,3809739,1985361
4262,3812616,1981202
4263,3819879,1979999
4264,3823317,1985723
4265,3821194,1985965
4266,3818300,1985128
4267,3826145,1984434
4268,3821229,1986195
4269,3820605,1988357
4270,3825591,1986642
4271,3828328,1991587
4272,3834602,1988121
4273,3841760,1991968
4274,3836773,1990896
4275,3830921,1992335
4276,3826236,1997814
4277,3827453,1999836
4278,3824008,1996178
4279,3820951,1992911
4280,3823452,1993221
4281,3822104,1995325
4282,3817018,1995778
4283,3811495,1997415
4284,3813110,1997195
4285,3815467,1995700
4286,3810869,1999806
4287,3811525,1999772
4288,3809018,1994870
4289,3807935,1997941
4290,3807786,2003837
4291,3814867,2007643
4292,3820664,2010361
4293,3819840,2005438
4294,3826983,2005151
4295,3823537,2009719
4296,3818857,2015561
4297,3815488,2014720
4298,3813280,2010758
4299,3814835,2014539
4300,3810913,2018768
4301,3807498,2014264
4302,3814988,2020040
4303,3814580,2017155
4304,3813448,2017867
4305,3818427,2022697
4306,3819551,2025103
4307,3819115,2023916
4308,3821478,2028364
4309,3820878,2027009
4310,3822766,2023453
4311,3830036,2028931
4312,3835806,2027139
4313,3838000,2022782
4314,3837908,2020264
4315,3845511,2015506
4316,3841753,2012725
4317,3849704,2010573
4318,3848297,2008878
4319,3844896,2004469
4320,3845869,2004371
4321,3850077,2006757
4322,3857937,2010341
4323,3859949,2013648
4324,3857433,2013179
4325,3855315,2010827
4326,3856024,2010109
4327,3862316,2008258
4328,3868177,2010192
4329,3862929,2009043
4330,3858053,2012528
4331,3861723,2010122
4332,3864694,2007611
4333,3869113,2007431
4334,3864723,2011496
4335,3861416,2012820
4336,3862162,2015988
4337,3859524,2014816
4338,3865545,2012178
4339,3872156,2008501
4340,3877410,2003773
4341,3880379,2009177
4342,3880593,2013759
4343,3885508,2009120
4344,3880527,2011781
4345,3882300,2010268
4346,3877709,2006379
4347,3876103,2005717
4348,3875585,2008666
4349,3870414,2006360
4350,3873703,2012321
4351,3870078,2012384
4352,3874782,2015626
4353,3872982,2010982
4354,3871064,2012654
4355,3871545,2017869
4356,3871209,2013538
4357,3870938,2013018
4358,3865803,2018940
4359,3865636,2021519
4360,3867363,2023634
4361,3872031,2023473
4362,3875041,2020084
4363,3881140,2015651
4364,3888360,2020465
4365,3890981,2021035
4366,3886151,2016136
4367,3889420,2022083
4368,3896118,2027127
4369,3903265,2032654
4370,3905020,2030013
4371,3906269,2032714
4372,3908489,2037895
4373,3912274,2043800
4374,3914071,2042489
4375,3910177,2045707
4376,3909412,2048316
4377,3911118,2047324
4378,3917916,2049463
4379,3914282,2051054
4380,3910781,2052430
4381,3911690,2048707
4382,3911778,2047261
4383,3911629,2052163
4384,3911578,2051838
4385,3913295,2054550
4386,3919656,2058690
4387,3927214,2055628
4388,3925351,2056981
4389,3930826,2060380
4390,3934428,2063214
4391,3928530,2062013
4392,3934882,2058509
4393,3935502,2056887
4394,3931256,2058021
4395,3931876,2059560
4396,3927606,2063372
4397,3925689,2059642
4398,3923867,2064169
4399,3918972,2065047
4400,3916239,2067247
4401,3921246,2064076
4402,3922239,2062110
4403,3928144,2057970
4404,3930424,2057271
4405,3926264,2062640
4406,3926407,2064247
4407,3923657,2068509
4408,3922619,2065915
4409,3917915,2068555
4410,3922974,2070171
4411,3919979,2072928
4412,3924141,2071611
4413,3928669,2069961
4414,3923141,2073613
4415,3928649,2069172
4416,3926339,2073685
4417,3925547,2078056
4418,3923932,2083139
4419,3922583,2086675
4420,3916871,2082176
4421,3916959,2085629
4422,3919558,2082695
4423,3921511,2087423
4424,3925018,2090193
4425,3924400,2094019
4426,3919776,2094406
4427,3922977,2089532
4428,3920998,2085501
4429,3924574,2085955
4430,3932290,2089696
4431,3937638,2091438
4432,3942061,2086961
4433,3937043,2089647
4434,3937699,2092023
4435,3931948,2090066
4436,3926769,2095119
4437,3928970,2097344
4438,3929551,2101396
4439,3935640,2099795
4440,3935934,2103401
4441,3933917,2098606
4442,3930427,2100081
4443,3935588,2098636
4444,3935083,2094770
4445,3930048,2092547
4446,3934281,2092883
4447,3933849,2088475
4448,3936043,2092984
4449,3943733,2091335
4450,3951023,2093493
4451,3947325,2090772
4452,3943836,2088293
4453,3944308,2087115
4454,3951777,2087777
4455,3953575,2091580
4456,3948342,2095524
4457,3943677,2093618
4458,3944882,2098382
4459,3948233,2099932
4460,3950530,2095835
4461,3957660,2100211
4462,3955867,2100528
4463,3956789,2105804
4464,3962053,2111483
4465,3957801,2113589
4466,3962075,2116491
4467,3961724,2112435
4468,3966271,2111864
4469,3960315,2114338
4470,3960845,2118620
4471,3963463,2122191
4472,3958082,2119029
4473,3952344,2114112
4474,3953255,2117313
4475,3948193,2115702
4476,3954080,2113406
4477,3955889,2118777
4478,3959647,2119013
4479,3962112,2114482
4480,3964139,2110543
4481,3964908,2114570
4482,3970950,2114970
4483,3968865,2114087
4484,3963755,2112761
4485,3958048,2113578
4486,3957037,2109328
4487,3964678,2105144
4488,3962246,2102552
4489,3966662,2101156
4490,3972570,2103086
4491,3979756,2103911
4492,3976147,2109507
4493,3972657,2114568
4494,3971718,2114765
4495,3977313,2110033
4496,3977179,2111613
4497,3981880,2110164
4498,3976972,2110675
4499,3972389,2108719
4500,3971390,2107509
4501,3976503,2103465
4502,3978635,2106301
4503,3984203,2104193
4504,3985129,2099341
4505,3986523,2100714
4506,3988526,2098844
4507,3995814,2100338
4508,3993531,2105759
4509,3993201,2108516
4510,3990464,2104825
4511,3993840,2105342
4512,3989872,2103137
4513,3994179,2108520
4514,3989610,2104723
4515,3986709,2108119
4516,3992529,2109098
4517,3991562,2104325
4518,3992718,2107284
4519,3989759,2110724
4520,3987498,2115583
4521,3984519,2120861
4522,3988700,2121516
4523,3985718,2125690
4524,3989374,2123747
4525,3994228,2128554
4526,3999921,2126356
4527,4003865,2131962
4528,4003763,2135347
4529,4006727,2139059
4530,4013744,2141332
4531,4019404,2138584
4532,4026695,2138456
4533,4028786,2136581
4534,4030066,2136661
4535,4027064,2135843
4536,4031910,2136136
4537,4033643,2140805
4538,4035751,2141363
4539,4032172,2137244
4540,4033937,2139355
4541,4034428,2143013
4542,4035668,2141229
4543,4040895,2146721
4544,4040964,2152236
4545,4042071,2155065
4546,4042810,2151588
4547,4044464,2147930
4548,4051656,2148642
4549,4059610,2147703
4550,4063193,2151336
4551,4062915,2155752
4552,4070158,2153196
4553,4067302,2151087
4554,4073531,2147382
4555,4078158,2147917
4556,4081540,2152883
4557,4082887,2152293
4558,4078491,2149678
4559,4075241,2152375
4560,4072515,2148134
4561,4080470,2153662
4562,4084222,2156405
4563,4081983,2154321
4564,4077768,2152883
4565,4076090,2157126
4566,4079949,2155373
4567,4085919,2158767
4568,4087702,2163261
4569,4091239,2160448
4570,4085263,2159480
4571,4079959,2159809
4572,4080262,2158466
4573,4079405,2154453
4574,4083495,2150650
4575,4082040,2146953
4576,4083288,2147513
4577,4091115,2142724
4578,4093624,2147270
4579,4097707,2151829
4580,4094579,2155962
4581,4098001,2157010
4582,4099279,2156575
4583,4097479,2161343
4584,4102329,2161748
4585,4097518,2157140
4586,4104625,2157008
4587,4112279,2157625
4588,4115653,2158317
4589,4119899,2158309
4590,4115667,2158692
4591,4119399,2158954
4592,4124486,2156090
4593,4126894,2156692
4594,4133512,2152836
4595,4132405,2148194
4596,4135729,2146511
4597,4130620,2148466
4598,4135401,2146243
4599,4142161,2149197
4600,4136317,2155190
4601,4131099,2158221
4602,4126769,2153755
4603,4131263,2155420
4604,4131681,2154811
4605,4133072,2157493
4606,4133469,2153894
4607,4130988,2155739
4608,4130106,2160195
4609,4134148,2162768
4610,4137203,2160084
4611,4134880,2165295
4612,4135373,2166067
4613,4129509,2161952
4614,4131730,2157609
4615,4131611,2155345
4616,4127213,2155868
4617,4127320,2159876
4618,4131263,2164269
4619,4128490,2165873
4620,4126011,2163281
4621,4123328,2166361
4622,4131269,2165954
4623,4134516,2162494
